Timestamp,Which month have you been selected to show at?,What is the title of your project,How is the title of your project pronounced?,"What are the names, name pronunciations, and pronouns of the developers you want credited during announcements?",Game Description for Website,Promotional Image,Call to action link,Call to action text,Additional Links or Social Media Handles,Developer Name,Game Description for Info Sheet,Developer Bio for Info Sheet
4/2/2025 15:49:31,April,Cyberside Picnic,Cyberside ˈpɪknɪk,"Michael Luo he/him, special thanks to UCLA Game Lab","Cyberside Picnic is a eulogy for the cyberian commonplace that just eluded us.  A love letter to a lost future of alternative video games, delete and overwrite.",https://drive.google.com/open?id=1liZGSH1PMGoIEnIKzzSJYgRWi7QqGcwm,https://cathoderadiator.itch.io/cyberside-picnic,Play Now,,Michael Luo,,"Michael Luo is a Los Angeles-based media artist, game maker, and educator who explores interactivity, digital/social culture, and experimental media. He holds an MFA in Design Media Arts from UCLA, where he also completed his BA. Luo’s work has been exhibited internationally, including at SITE Santa Fe, A MAZE. Festival (Berlin), Playtopia Festival (Cape Town), and the Independent Games Festival. He is currently a Visiting Assistant Professor at Occidental College, where he teaches courses on game design and media arts."
4/4/2025 17:02:05,April,Ultraprocessor Ribbon,uhl-truh-praa-seh-sr ri-bn,"Jennifer Raye (je-neh-fur ray, She/Her)",Half brick-breaker action! Half erotic visual novel! Follow the story of Stella and her computer-turned-android Ribbon as they fight to make old computers legal again in the year 2673.,https://drive.google.com/open?id=1zSct5j_-aVRs2WaWMTuluzaefpf1bZIX,https://demuresoft.xyz/ribbon/ribbon.php,Learn More,https://www.patreon.com/c/DemureSoft,DemureSoft,,"DemureSoft is a doujinsoft circle based in Austin, TX, formed by Jennifer Raye to reject the bleak and cynical outlooks of making independent video games. We're carving a new path, one which we hope will inspire others to never lose sight of their passions, and to shout them brilliantly from the rooftops. We strive to push the agendas of bishoujo, eroge, and doujin in America. We will not rest until our city looks like Akihabara."
4/10/2025 15:58:37,April,Holding Patterns,Hole Ding Pat Urns,Jesse Cline / they/them,"Holding Patterns are three dimensional wooden puzzles created from off-cuts from artist Michael Muelhaupt’s work, originally created for a group show “fitting” at Northern-Southern with Rachael Starbuck and Michael Muelhaupt. The nesting shapes became a metaphor for how social relationships define ourselves and create lasting impressions - community and culture build upon ourselves. ",https://drive.google.com/open?id=1HuhZP0hLHObYlOZh-wSBLVENQTHW8Icq,N/A,N/A,ig: @superpattern,Jesse Cline,,"Jesse Cline is a designer, artist, and educator interested in contemporary and experimental methods of representation and production. "
4/13/2025 19:36:53,April,Mystic Gauntlets,mi · stuhk gaant · luhts,"Ricardo Correa-Altiery (He/Him,They,Them)","Mystic Gauntlets is a short and rowdy tabletop card game for 2 to 4 players. Players take turns equipping new Gauntlets, activating their powerful effects, or casting a variety of spells. Each player can have one Gauntlet equipped on their left and another on their right. Each Gauntlet has a unique effect depending on whether they are equipped on the left or the right! Use these effects to destroy other players' Gauntlets, earning you trophies! The game has a variety of modes to play depending on player count, including competitive 1v1, 4 player free-for-all, and two-headed giant team play! ",https://drive.google.com/open?id=1VQoj7dhivdLxd3Z2uH-Ia32lU0eczXNa,N/A,Early Playtest!,www.linkedin.com/in/ricardo-correa-altiery-53757b193,Ricardo Correa-Altiery,,"Howdy! I am Ricardo Correa-Altiery, nice to meet ya! To sum up a bit of myself I am a bilingual Puerto Rican Artist, Game Designer / Enthusiast! I have grand aspirations and goals in life, such as telling at least one truly lasting story! I am a fan and admirer of tons of different mediums like animation, cinema, and video games. In my spare time, I enjoy creating video games and board games to share with my friend group. "
4/15/2025 9:29:51,April,NetEscape,NET ESCAPE,"Goblin Laundromat, CrisppyBoat","Once a thriving 90s MMO, NetEscape now stands as a time capsule, housing a dark secret beneath its bright, colorful surface. With the server shutdown looming at midnight, explore, gather clues, and uncover the mystery hidden within NetEscape before the game—and its secrets—are lost forever.",https://drive.google.com/open?id=1Lb8zLMUJlU9XLPtPqqQt2jzzOZ-RpOHf,https://store.steampowered.com/app/3344890/NetEscape/,Wishlist Now,https://bsky.app/profile/goblinlaundromat.bsky.social,Goblin Laundromat & Crisppyboat,,"Goblin Laundromat is a queer-led, game development cooperative and art collective dedicated to creating unique experiences through the medium of gaming and empowering underrepresented voices in the games industry."
5/6/2025 9:10:42,PUSHED BACK,Tahitian Driftin ,Ta-hee-shun drift-n,"Ted Anderson, George Cheal (pronounced cheel), Ezra Weller","A tropical anti-gravity racing game from the depths of a long-lost arcade cabinet that will have you cruising through lush, remote Polynesian islands with a draft-based boost system that fosters tight-knit competition between players.",https://drive.google.com/open?id=13PVUcqtqxT-u0bt_a2348y62xCJuiCNe,https://store.steampowered.com/app/3565460/Tahitian_Driftin/,Wishlist Now,tahitiandriftin.bsky.social,Pixel Pushers Union 512,,"We are a worker-owned game development cooperative. Right now we're working on a trio of games (of which Tahitian Driftin is one!) that will be available for purchase online, or playable on an arcade cabinet that's currently in development."
5/2/2025 11:55:57,May,V-Shift,As it looks!  (Vee-Shift) ,Mary Gavrilova (They/She/He) ; Mason Mockler (She/Her) ; Jadon Putman (He/Him) ; Max Somarriba (He/Him) ; Sarina Varela (She/He) ; John Vu (He/Him) ; Alex Wilson (He/Him),"V-Shift is a high-intensity, fast-paced, battle platformer where mastering your movement is key to victory. Choose your champion and become the ultimate gladiator in a galaxy-wide alien arena. Master the V-Shift: velocity is damage; stillness is death. ",https://drive.google.com/open?id=1dIofQx7op9dUE_3rTmozhqp4eiIQehKe,https://store.steampowered.com/app/3361890/VShift/,Play Now,"https://vshift.neocities.org/

https://www.youtube.com/@V-Shift

https://www.tiktok.com/@vshiftgame

https://www.instagram.com/vshiftgame/",Propel Studios,,"Founded in 2024, Propel Studios began as a team of seven passionate UT Austin students, creating V-Shift as their senior capstone project. Fueled by their own dedication, they continued to work on V-Shift post-school, publishing the game on Steam and showcasing at GDC Play 2025. Embracing the chaos of creativity as a tool to improve, Propel Studios push themselves to design games that are as engaging to play as they are exciting to master, bringing friends and rivals together in unforgettable battles."
5/4/2025 23:25:32,May,Ashcroft,Ash-croft (AE sh - kr AW ft),"Nina Martinez (she/they, knee-nuh) - Narrative Designer, Game Designer), Lindsay Howard (she/her lin-zee) - Writer, Voiceover Director), Lily Peterson (li-lee) - Programmer)","Ashcroft is a narrative-driven, psychological horror game being built through Bitsy with Twine integration. It follows two women of different eras - one in the present day and one in the late 1800s. Playing as Lesly, we follow her story as the new Dorm Manager for an all-girls residence hall in Texas. As strange happenings in the house put her on edge, she begins to unravel the story of Eliza, one of the first owners, whose traumatic past led to the current state of the Ashcroft dormitory. ",https://drive.google.com/open?id=1lViEM0crsNZ1DXU_ESzyKNLYQhYy-j6V,https://x.com/AshcroftGame,Learn More,"https://www.instagram.com/ashcroftgame/
https://www.tiktok.com/@ashcroftgames",Twisted Lavender,"Ashcroft is a retro psychological horror game following two women's harrowing experiences in the Ashcroft House.

CONTENT WARNING: Please note that the story and characters discuss isolation, mental health, suicidal ideation, and character (non-player) death. Some characters may use strong or harsh language in their scenes.","Twisted Lavender is an indie studio created by Nina Martinez and Lindsay Howard to explore different storytelling formats and genres. If its a little creepy, spooky, and has some female rage, it's definitely up our alley. Our first and inaugural title, ASHCROFT, is a Twisty retro pixel horror game featuring a fully voiced cast. Twisted Lavender is developing an anthology of small games based within the ASHCROFT universe. 

The Twisted Lavender team is currently comprised of three people: Nina Martinez, Lindsay, Howard, and Lily Peterson. Nina met Lindsay in college where they bonded over their love of games. After they began production, Nina and Lindsay brought Lily Peterson on as a Programmer to help bring their spooky ideas to life."
5/6/2025 9:54:11,May,The Four Money Bears: Berryville,Exactly how it sounds,"Ryan Gallini (Game Director He), Sabrina Mazula (Ma Zoo-la - Artist She), Kamau (Ka-mow - Senior Developer - He) Kyra Zimmermann (Key-Ra Developer - She)","Learn to Make Millions in this Cozy Merchant Sim. Build a business and beat the competition to become the biggest merchant in the world by learning smart financial habits, behaviors and traits. Craft pies & jams from tons of different berries. Have fun running your shop & helping your community! Based on the award winning children's book.",https://drive.google.com/open?id=1Ap7T9grlMzDHidPElSfTHIQXhYG3Z2o3,https://linktr.ee/thefourmoneybears,Wishlist Now,"https://www.facebook.com/thefourmoneybears, https://www.instagram.com/fourmoneybears ",TFMB inc. ,"Learn to Make Millions in this Cozy Merchant Sim. Build a business and beat the competition to become the biggest merchant in the world by learning smart financial habits, behaviors and traits. Craft pies & jams from tons of different berries. Have fun running your shop & helping your community!","TFMB Inc. leads the charge in financial literacy innovation, seamlessly integrating education with interactive technology to empower families, educators, and financial professionals. A collaborative venture between Mac Gardner, CFP® & Ryan Gallini, TFMB Inc. blends proven financial principles with captivating experiences.
Driven by a shared vision, the company is on a mission to inspire a financially literate future for all.
"
5/7/2025 9:10:56,May,GravShift,Grav (like gravity) shift (like shifting gears),Tobin Rysenga (toe bin  rising ga)  (he/him),"An arcade style precision platformer where you Invert gravity and jump to work your way through a gauntlet of hazards, collecting coins and big bonuses. ",https://drive.google.com/open?id=1sSKTlMY0RjiYp0EX_PZDIMX04UTnW7MH,https://store.steampowered.com/app/3637870/GravShift_Demo/?utm_source=event&utm_campaign=games_yall,Wishlist Now,https://bsky.app/profile/pogobrick.bsky.social   https://www.facebook.com/profile.php?id=61571274210590  https://discord.gg/aXmRGvD7Yn,PogoBrick LLC,"""Welcome to GravShift — a game where gravity is your greatest weapon… and your biggest threat.""
In GravShift, your controls are simple — Jump. Flip Gravity. That’s it.
But mastering them? That’s where things get wild.
Bounce through neon worlds packed with coins, bumpers, spinners, and brutal hazards — all while chasing the highest score or fastest time.
Play the FREE Demo — Now on Steam!

","Tobin has been programming since the age of 10, done 6 years in the games industry on titles such as ""Jack Nicholas 4"", ""Civilization 2 Network Edition"", and ""Microsoft Casino"". After years in tech, he now returns to his passion of making games as a solo indie developer."
5/7/2025 17:00:29,May,Welcome to my Homepage: currentarchive,current archive,"kama rose (ka-ma rose), she/they","currentarchive is a poetic net art project that reflects my research process as a mixed, diasporic anishinaabe. It animates the senses of obscurity, denial, and loss that often define searches for indigeneity in institutional spaces (and sometimes daily life). i altered photographic, audio, and textual material from my own experience and family history to subvert the oppressive practices of redaction and obfuscation. currentarchive is entwined with refusal—first to be recognized, and then to be dismissed.",https://drive.google.com/open?id=1nsfnZLP9GpRW4r-rtQRiIz1S8frZdhWL,https://currentarchive.online/,Explore,"https://bioluminescent.world/ 
https://www.instagram.com/kama__rose/ ",kama rose,,"kama rose (born 2000) is a mixed anishinaabe artist raised in northern california, in a city braided with two major rivers. she utilizes sound, words, and photos and videos to make works that inquire both personal and collective memory. she released her first music single, “empathy”, in 2023, and self-published the book “a light world” in 2024."
5/7/2025 17:10:52,May,Welcome to my Homepage: ምርቃት (mirik’at) / blessings generator,miri-kat / blessings generator,"Betelhem Makonnen (bet-el-hem mak-O-nen), she/her; Mayet (my-et), she/her; Mihret Kebede (meer-et ke-be-de), she/her","The ምርቃት (mirik’at) / blessings generator is a collaborative web-based interactive work. Inspired by coffee ceremonies and the verbal art of well-wishing from their shared homeland of Ethiopia, the artists created this project to cultivate a new practice of collective care-taking for virtual space. 

The website allows visitors to receive blessings on topics ranging from world woes to future hopes, or to receive a customized blessing based on their specific concern. Sharing a wealth of knowledge about the practice of well-wishing, the project invites visitors to bring ምርቃት (mirik’at) into their lives to experience the sense of wellbeing and interconnectedness that come with rooting for each other.",https://drive.google.com/open?id=1C85Ios09jfXziAlnGfsbiy-jxMPrr6Fj,https://homepageguest.wixsite.com/blessings/,Explore,"Betelhem Makonnen - http://www.betelhemmakonnen.com/ 
Mihret Kebede - https://linktr.ee/mihretkebede","Betelhem Makonnen, Mayet, & Mihret Kebede",,"A native of Ethiopia, Betelhem Makonnen, researches perception, presence, and place within African diasporic consciousness. In addition to her studio practice she co-organizes Addis Video Art Festival.

Mayet explores the intersection of artificial intelligence, human connection, and creative expression. With a background in international relations, economics, and data science, she examines how technology shapes the way we learn, grow, and interact.

Mihret Kebede is a multidisciplinary artist, poet, and co-founder of Tobiya Poetic Jazz, Netsa Art Village Artists Collective, and Addis International Video Art Festival. Mihret's artistic journey spans local and international projects across cultures."
5/11/2025 14:56:50,May,Draggin',Drag-in or Dragon,"Conner Arrington - he/him, Alex Hanlin - he/him, Adam Eckert - he/they, Anodomani - he/him","Wrangle Draggins by draggin' the mouse in this charming arcade roguelite! Click-and-drag to wear Draggins down until they can be captured and get your fill of wave battlin', achievement huntin', upgrade unlockin', rinse-and-repeatin'!",https://drive.google.com/open?id=1BFWt5ohB5cg6_1UanBWpOFu9RfpD9gWN,https://linktr.ee/draggingame,Wishlist Now,"Bluesky - @draggingame.bsky.social
TikTok - @draggin.game",The Draggin' Team,,"We're a group of friends who have been working on this project remotely for about five months. What started as a short term project grew in scope once we realized its potential. We're now aiming to publish this game as our first ever commercial steam title. Above all, our biggest commitments are making a game that we're proud of and refining our skills even further."
5/13/2025 17:33:01,May,Stomach,stuh · muhk,"Branden Heng (BRAN-dehn HANng) - he/him, Dillon Luong (DILL-luhn LOOO-ng) - he/him, Ethan Luong (LOOO-ng) - he/him, JD Bauer (BOW-er) - he/him, Jeremy Suh (SUH) - he/him, Jeronimo de Valle (de ba · ie) - he/him, Joaquin ""JJ"" Fernandez (wah-KEEN) - he/him, Joaquin Niles (wah-KEEN) - he/him, Seth Holton (HULL-tin) - he/him, Lila Mali (LEE-luh MAH-lee) - she/her","You are a line cook who was recently hired for a cruise ship gig where every day you prepare ingredients and make dishes to then deliver to customers. However, each night the ship seems to twist and turn against you and its walls sound less like its creaking but breathing. However, no matter what you might see, no matter what you might hear… YOU. MUST. COOK.",https://drive.google.com/open?id=1mA3aMl4VYR2PI3A3-PGu0Rv-jLvK1OVT,N/A,Play Now,,Vertical Fish Studios,,"Hi! We are a group of college students and aspiring game developers who developed this horror game in under 15 weeks for our video game capstone class. We wanted to tackle the challenge of making a retro horror aesthetic reminiscent of old PlayStation graphics. We are a mix of VFX artists, 3D Modelers, programmers, and me as the producer and we're super passionate about continuing to develop the game! "
